country,lan_name,chip_range,term,red,green,blue,speaker_num
Australia,Kriol,A0,grei,0.0,0.0,0.0,1
Australia,Kriol,A0,wait,0.0,0.0,0.0,22
Australia,Kriol,B0,grei,227.0,229.0,229.0,1
Australia,Kriol,B0,wait,227.0,229.0,229.0,1
Australia,Kriol,B1,pingk,242.0,224.0,224.0,1
Australia,Kriol,B1,wait,242.0,224.0,224.0,1
Australia,Kriol,B10,yela,247.0,228.0,139.0,2
Australia,Kriol,B11,yela,240.0,232.0,138.0,3
Australia,Kriol,B12,yela,235.0,232.0,138.0,4
Australia,Kriol,B19,grin,204.0,233.0,219.0,1
Australia,Kriol,B2,grei,242.0,224.0,222.0,1
Australia,Kriol,B2,pingk,242.0,224.0,222.0,1
Australia,Kriol,B2,wait,242.0,224.0,222.0,1
Australia,Kriol,B28,grei,217.0,235.0,246.0,1
Australia,Kriol,B29,grei,218.0,229.0,239.0,1
Australia,Kriol,B3,pingk,243.0,223.0,218.0,1
Australia,Kriol,B3,wait,243.0,223.0,218.0,1
Australia,Kriol,B3,yela,243.0,223.0,218.0,1
Australia,Kriol,B30,grei,220.0,229.0,240.0,1
Australia,Kriol,B31,grei,224.0,229.0,240.0,1
Australia,Kriol,B32,grei,229.0,229.0,240.0,1
Australia,Kriol,B33,grei,230.0,227.0,238.0,1
Australia,Kriol,B34,grei,235.0,225.0,234.0,1
Australia,Kriol,B35,grei,235.0,225.0,234.0,1
Australia,Kriol,B36,grei,237.0,225.0,233.0,1
Australia,Kriol,B37,grei,238.0,225.0,231.0,1
Australia,Kriol,B38,grei,239.0,225.0,229.0,2
Australia,Kriol,B39,grei,241.0,225.0,228.0,2
Australia,Kriol,B4,pingk,245.0,224.0,216.0,1
Australia,Kriol,B4,wait,245.0,224.0,216.0,1
Australia,Kriol,B40,grei,240.0,223.0,224.0,3
Australia,Kriol,B5,pingk,245.0,224.0,213.0,1
Australia,Kriol,B5,wait,245.0,224.0,213.0,1
Australia,Kriol,B6,pingk,245.0,223.0,208.0,1
Australia,Kriol,B6,wait,245.0,223.0,208.0,1
Australia,Kriol,B7,wait,245.0,225.0,204.0,1
Australia,Kriol,B8,wait,243.0,227.0,201.0,1
Australia,Kriol,B9,wait,251.0,228.0,170.0,1
Australia,Kriol,C0,grei,200.0,200.0,200.0,2
Australia,Kriol,C1,grei,248.0,183.0,183.0,1
Australia,Kriol,C1,pingk,248.0,183.0,183.0,2
Australia,Kriol,C10,orinj,232.0,199.0,27.0,1
Australia,Kriol,C10,yela,232.0,199.0,27.0,6
Australia,Kriol,C11,orinj,221.0,201.0,34.0,1
Australia,Kriol,C11,yela,221.0,201.0,34.0,6
Australia,Kriol,C12,yela,10.0,206.0,38.0,8
Australia,Kriol,C13,yela,184.0,195.0,82.0,1
Australia,Kriol,C2,grei,248.0,182.0,177.0,1
Australia,Kriol,C2,pingk,248.0,182.0,177.0,1
Australia,Kriol,C3,grei,249.0,181.0,168.0,1
Australia,Kriol,C3,pingk,249.0,181.0,168.0,1
Australia,Kriol,C37,pingk,239.0,185.0,211.0,1
Australia,Kriol,C38,pingk,244.0,185.0,204.0,2
Australia,Kriol,C39,pingk,246.0,183.0,197.0,2
Australia,Kriol,C4,grei,250.0,183.0,161.0,1
Australia,Kriol,C4,pingk,250.0,183.0,161.0,1
Australia,Kriol,C40,kalad,248.0,183.0,189.0,1
Australia,Kriol,C40,pingk,248.0,183.0,189.0,3
Australia,Kriol,C5,bran,250.0,185.0,151.0,3
Australia,Kriol,C5,grei,250.0,185.0,151.0,1
Australia,Kriol,C5,pingk,250.0,185.0,151.0,1
Australia,Kriol,C6,pingk,247.0,188.0,142.0,1
Australia,Kriol,C8,orinj,253.0,187.0,67.0,2
Australia,Kriol,C8,yela,253.0,187.0,67.0,4
Australia,Kriol,C9,orinj,248.0,192.0,19.0,1
Australia,Kriol,C9,yela,248.0,192.0,19.0,6
Australia,Kriol,D0,grei,173.0,184.0,174.0,3
Australia,Kriol,D0,silva,173.0,184.0,174.0,1
Australia,Kriol,D10,yela,204.0,174.0,44.0,3
Australia,Kriol,D11,yela,193.0,177.0,48.0,1
Australia,Kriol,D12,yela,183.0,180.0,51.0,1
Australia,Kriol,D21,blu,52.0,190.0,168.0,1
Australia,Kriol,D37,pingk,235.0,147.0,190.0,1
Australia,Kriol,D38,pingk,242.0,145.0,181.0,1
Australia,Kriol,D39,pingk,233.0,150.0,170.0,1
Australia,Kriol,D40,peipul,236.0,150.0,160.0,1
Australia,Kriol,D40,pepul,236.0,150.0,160.0,1
Australia,Kriol,D40,pingk,236.0,150.0,160.0,1
Australia,Kriol,D6,orinj,247.0,146.0,33.0,1
Australia,Kriol,D6,yela,247.0,146.0,33.0,1
Australia,Kriol,D7,orinj,234.0,155.0,30.0,4
Australia,Kriol,D9,yela,216.0,169.0,39.0,2
Australia,Kriol,E0,grei,148.0,148.0,147.0,4
Australia,Kriol,E0,lait,148.0,148.0,147.0,1
Australia,Kriol,E0,shaini,148.0,148.0,147.0,2
Australia,Kriol,E0,silva,148.0,148.0,147.0,1
Australia,Kriol,E1,pingk,236.0,106.0,118.0,3
Australia,Kriol,E1,red,236.0,106.0,118.0,1
Australia,Kriol,E15,grin,90.0,167.0,69.0,1
Australia,Kriol,E16,grin,43.0,171.0,74.0,2
Australia,Kriol,E17,grin,25.0,171.0,100.0,3
Australia,Kriol,E18,grin,21.0,169.0,120.0,3
Australia,Kriol,E19,grin,24.0,169.0,129.0,2
Australia,Kriol,E2,pingk,237.0,106.0,105.0,1
Australia,Kriol,E20,grin,22.0,168.0,138.0,2
Australia,Kriol,E21,grin,24.0,166.0,146.0,1
Australia,Kriol,E22,grin,27.0,166.0,156.0,1
Australia,Kriol,E28,blu,20.0,158.0,214.0,3
Australia,Kriol,E3,pingk,238.0,107.0,88.0,1
Australia,Kriol,E32,peipul,145.0,140.0,195.0,1
Australia,Kriol,E32,pepul,145.0,140.0,195.0,1
Australia,Kriol,E35,peipul,187.0,125.0,182.0,1
Australia,Kriol,E35,pepul,187.0,125.0,182.0,1
Australia,Kriol,E36,peipul,197.0,121.0,179.0,1
Australia,Kriol,E36,pepul,197.0,121.0,179.0,1
Australia,Kriol,E37,peipul,205.0,120.0,170.0,1
Australia,Kriol,E37,pepul,205.0,120.0,170.0,1
Australia,Kriol,E37,pingk,205.0,120.0,170.0,1
Australia,Kriol,E38,peipul,212.0,118.0,155.0,1
Australia,Kriol,E38,pepul,212.0,118.0,155.0,1
Australia,Kriol,E38,pingk,212.0,118.0,155.0,1
Australia,Kriol,E39,orinj,30.0,107.0,144.0,1
Australia,Kriol,E39,peipul,30.0,107.0,144.0,1
Australia,Kriol,E39,pepul,30.0,107.0,144.0,1
Australia,Kriol,E4,orinj,242.0,104.0,49.0,1
Australia,Kriol,E4,pingk,242.0,104.0,49.0,1
Australia,Kriol,E40,peipul,233.0,105.0,131.0,1
Australia,Kriol,E40,pepul,233.0,105.0,131.0,1
Australia,Kriol,E5,orinj,36.0,112.0,35.0,3
Australia,Kriol,F0,blek,123.0,122.0,122.0,1
Australia,Kriol,F0,grei,123.0,122.0,122.0,5
Australia,Kriol,F1,red,219.0,61.0,93.0,4
Australia,Kriol,F12,pingk,128.0,126.0,50.0,1
Australia,Kriol,F15,grin,74.0,138.0,63.0,1
Australia,Kriol,F16,grin,13.0,143.0,69.0,4
Australia,Kriol,F17,grin,7.0,141.0,83.0,8
Australia,Kriol,F18,grin,8.0,140.0,99.0,5
Australia,Kriol,F19,grin,7.0,139.0,107.0,4
Australia,Kriol,F2,red,221.0,65.0,74.0,6
Australia,Kriol,F20,grin,12.0,139.0,114.0,2
Australia,Kriol,F21,grin,15.0,138.0,122.0,1
Australia,Kriol,F22,grin,16.0,137.0,131.0,1
Australia,Kriol,F26,blu,12.0,134.0,160.0,1
Australia,Kriol,F27,blu,13.0,133.0,169.0,1
Australia,Kriol,F28,blu,18.0,131.0,179.0,4
Australia,Kriol,F29,blu,19.0,128.0,194.0,4
Australia,Kriol,F3,red,219.0,68.0,52.0,2
Australia,Kriol,F30,blu,41.0,123.0,191.0,4
Australia,Kriol,F31,blu,101.0,117.0,185.0,1
Australia,Kriol,F32,peipul,123.0,111.0,178.0,1
Australia,Kriol,F32,pepul,123.0,111.0,178.0,1
Australia,Kriol,F32,pingk,123.0,111.0,178.0,1
Australia,Kriol,F33,peipul,138.0,107.0,175.0,1
Australia,Kriol,F33,pepul,138.0,107.0,175.0,1
Australia,Kriol,F33,pingk,138.0,107.0,175.0,1
Australia,Kriol,F34,peipul,148.0,99.0,173.0,2
Australia,Kriol,F34,pepul,148.0,99.0,173.0,2
Australia,Kriol,F34,pingk,148.0,99.0,173.0,1
Australia,Kriol,F35,dak,161.0,99.0,165.0,1
Australia,Kriol,F35,peipul,161.0,99.0,165.0,1
Australia,Kriol,F35,pepul,161.0,99.0,165.0,1
Australia,Kriol,F35,pingk,161.0,99.0,165.0,1
Australia,Kriol,F36,peipul,179.0,87.0,161.0,2
Australia,Kriol,F36,pepul,179.0,87.0,161.0,2
Australia,Kriol,F36,pingk,179.0,87.0,161.0,1
Australia,Kriol,F37,pingk,188.0,82.0,151.0,1
Australia,Kriol,F38,red,198.0,79.0,134.0,1
Australia,Kriol,F39,red,213.0,64.0,122.0,3
Australia,Kriol,F4,orinj,216.0,75.0,39.0,2
Australia,Kriol,F4,peipul,216.0,75.0,39.0,1
Australia,Kriol,F4,pepul,216.0,75.0,39.0,1
Australia,Kriol,F4,red,216.0,75.0,39.0,3
Australia,Kriol,F40,pingk,216.0,62.0,107.0,1
Australia,Kriol,F40,red,216.0,62.0,107.0,2
Australia,Kriol,F5,peipul,199.0,92.0,39.0,1
Australia,Kriol,F5,pepul,199.0,92.0,39.0,1
Australia,Kriol,F8,bran,163.0,113.0,41.0,6
Australia,Kriol,F9,bran,153.0,117.0,43.0,3
Australia,Kriol,G0,blek,96.0,96.0,97.0,2
Australia,Kriol,G0,bran,96.0,96.0,97.0,3
Australia,Kriol,G1,red,189.0,30.0,73.0,6
Australia,Kriol,G10,bran,115.0,95.0,38.0,3
Australia,Kriol,G15,grin,56.0,110.0,53.0,1
Australia,Kriol,G16,grin,31.0,111.0,55.0,1
Australia,Kriol,G17,grin,10.0,112.0,67.0,3
Australia,Kriol,G18,grin,11.0,111.0,78.0,3
Australia,Kriol,G19,grin,12.0,111.0,86.0,1
Australia,Kriol,G2,red,189.0,31.0,53.0,5
Australia,Kriol,G20,grin,13.0,110.0,91.0,3
Australia,Kriol,G21,grin,13.0,109.0,97.0,1
Australia,Kriol,G28,blu,18.0,104.0,145.0,5
Australia,Kriol,G29,blu,19.0,102.0,157.0,4
Australia,Kriol,G3,pingk,186.0,35.0,38.0,1
Australia,Kriol,G3,red,186.0,35.0,38.0,7
Australia,Kriol,G30,blu,31.0,98.0,165.0,5
Australia,Kriol,G31,blu,71.0,90.0,168.0,1
Australia,Kriol,G32,orinj,99.0,85.0,160.0,1
Australia,Kriol,G32,peipul,99.0,85.0,160.0,2
Australia,Kriol,G32,pepul,99.0,85.0,160.0,2
Australia,Kriol,G32,pingk,99.0,85.0,160.0,1
Australia,Kriol,G33,orinj,113.0,78.0,153.0,1
Australia,Kriol,G33,peipul,113.0,78.0,153.0,2
Australia,Kriol,G33,pepul,113.0,78.0,153.0,2
Australia,Kriol,G33,pingk,113.0,78.0,153.0,1
Australia,Kriol,G34,peipul,125.0,76.0,147.0,3
Australia,Kriol,G34,pepul,125.0,76.0,147.0,3
Australia,Kriol,G34,pingk,125.0,76.0,147.0,1
Australia,Kriol,G35,peipul,136.0,72.0,139.0,1
Australia,Kriol,G35,pepul,136.0,72.0,139.0,1
Australia,Kriol,G35,pingk,136.0,72.0,139.0,1
Australia,Kriol,G36,peipul,145.0,69.0,131.0,5
Australia,Kriol,G36,pepul,145.0,69.0,131.0,5
Australia,Kriol,G38,red,158.0,62.0,109.0,1
Australia,Kriol,G39,peipul,162.0,59.0,97.0,1
Australia,Kriol,G39,pepul,162.0,59.0,97.0,1
Australia,Kriol,G39,red,162.0,59.0,97.0,2
Australia,Kriol,G4,orinj,177.0,52.0,36.0,1
Australia,Kriol,G4,red,177.0,52.0,36.0,2
Australia,Kriol,G40,peipul,165.0,60.0,88.0,1
Australia,Kriol,G40,pepul,165.0,60.0,88.0,1
Australia,Kriol,G40,pingk,165.0,60.0,88.0,1
Australia,Kriol,G40,red,165.0,60.0,88.0,2
Australia,Kriol,G5,bran,158.0,72.0,34.0,6
Australia,Kriol,G5,orinj,158.0,72.0,34.0,1
Australia,Kriol,G6,bran,145.0,79.0,34.0,6
Australia,Kriol,G7,bran,138.0,84.0,34.0,18
Australia,Kriol,G8,bran,127.0,90.0,35.0,9
Australia,Kriol,G9,bran,121.0,93.0,36.0,6
Australia,Kriol,H0,blek,72.0,71.0,73.0,2
Australia,Kriol,H0,bran,72.0,71.0,73.0,6
Australia,Kriol,H0,grei,72.0,71.0,73.0,1
Australia,Kriol,H1,red,139.0,23.0,56.0,1
Australia,Kriol,H10,blek,84.0,70.0,30.0,1
Australia,Kriol,H11,blek,80.0,73.0,30.0,1
Australia,Kriol,H12,blek,75.0,74.0,31.0,1
Australia,Kriol,H12,bran,75.0,74.0,31.0,3
Australia,Kriol,H13,blek,69.0,75.0,32.0,1
Australia,Kriol,H14,blek,63.0,76.0,36.0,1
Australia,Kriol,H15,blek,47.0,81.0,37.0,1
Australia,Kriol,H16,blek,29.0,82.0,40.0,1
Australia,Kriol,H17,blek,13.0,84.0,51.0,1
Australia,Kriol,H17,grin,13.0,84.0,51.0,2
Australia,Kriol,H18,blek,11.0,84.0,58.0,1
Australia,Kriol,H18,grin,11.0,84.0,58.0,2
Australia,Kriol,H19,blek,11.0,83.0,63.0,1
Australia,Kriol,H2,red,139.0,23.0,43.0,1
Australia,Kriol,H20,blek,10.0,83.0,68.0,1
Australia,Kriol,H20,grin,10.0,83.0,68.0,4
Australia,Kriol,H21,blek,11.0,81.0,73.0,1
Australia,Kriol,H21,grin,11.0,81.0,73.0,1
Australia,Kriol,H22,blek,14.0,82.0,80.0,1
Australia,Kriol,H23,blek,16.0,80.0,83.0,1
Australia,Kriol,H24,blek,16.0,80.0,89.0,1
Australia,Kriol,H25,blek,17.0,79.0,92.0,2
Australia,Kriol,H26,blek,14.0,78.0,97.0,2
Australia,Kriol,H27,blek,14.0,79.0,104.0,1
Australia,Kriol,H28,blek,11.0,78.0,110.0,1
Australia,Kriol,H28,blu,11.0,78.0,110.0,1
Australia,Kriol,H29,blek,6.0,76.0,119.0,1
Australia,Kriol,H29,blu,6.0,76.0,119.0,2
Australia,Kriol,H3,red,149.0,26.0,29.0,2
Australia,Kriol,H30,blu,13.0,74.0,133.0,4
Australia,Kriol,H31,blu,48.0,63.0,149.0,1
Australia,Kriol,H32,orinj,78.0,58.0,135.0,1
Australia,Kriol,H32,peipul,78.0,58.0,135.0,2
Australia,Kriol,H32,pepul,78.0,58.0,135.0,2
Australia,Kriol,H32,pingk,78.0,58.0,135.0,1
Australia,Kriol,H33,orinj,94.0,52.0,129.0,1
Australia,Kriol,H33,peipul,94.0,52.0,129.0,2
Australia,Kriol,H33,pepul,94.0,52.0,129.0,2
Australia,Kriol,H33,pingk,94.0,52.0,129.0,1
Australia,Kriol,H34,peipul,102.0,45.0,123.0,1
Australia,Kriol,H34,pepul,102.0,45.0,123.0,1
Australia,Kriol,H34,pingk,102.0,45.0,123.0,1
Australia,Kriol,H36,peipul,118.0,38.0,109.0,3
Australia,Kriol,H36,pepul,118.0,38.0,109.0,3
Australia,Kriol,H38,red,130.0,28.0,87.0,1
Australia,Kriol,H39,red,134.0,25.0,77.0,1
Australia,Kriol,H40,red,137.0,24.0,66.0,3
Australia,Kriol,H5,bran,122.0,51.0,24.0,3
Australia,Kriol,H6,bran,110.0,59.0,24.0,3
Australia,Kriol,H7,bran,104.0,63.0,23.0,6
Australia,Kriol,H8,bran,98.0,66.0,25.0,6
Australia,Kriol,H9,bran,89.0,70.0,32.0,6
Australia,Kriol,I0,blek,48.0,49.0,49.0,2
Australia,Kriol,I0,bran,48.0,49.0,49.0,3
Australia,Kriol,I1,bran,97.0,12.0,46.0,6
Australia,Kriol,I10,blek,55.0,48.0,30.0,1
Australia,Kriol,I11,blek,52.0,49.0,31.0,1
Australia,Kriol,I12,blek,51.0,50.0,33.0,1
Australia,Kriol,I13,blek,48.0,51.0,35.0,1
Australia,Kriol,I14,blek,46.0,51.0,36.0,1
Australia,Kriol,I15,blek,34.0,54.0,38.0,1
Australia,Kriol,I16,blek,25.0,55.0,32.0,1
Australia,Kriol,I17,blek,17.0,55.0,37.0,1
Australia,Kriol,I18,blek,4.0,57.0,39.0,1
Australia,Kriol,I19,blek,5.0,57.0,42.0,1
Australia,Kriol,I2,bran,98.0,12.0,37.0,3
Australia,Kriol,I20,blek,6.0,56.0,47.0,1
Australia,Kriol,I20,grin,6.0,56.0,47.0,1
Australia,Kriol,I21,blek,8.0,56.0,50.0,1
Australia,Kriol,I22,blek,10.0,55.0,55.0,1
Australia,Kriol,I23,blek,12.0,55.0,58.0,1
Australia,Kriol,I24,blek,13.0,56.0,63.0,1
Australia,Kriol,I25,blek,10.0,54.0,65.0,1
Australia,Kriol,I26,blek,10.0,54.0,68.0,1
Australia,Kriol,I27,blek,6.0,53.0,73.0,1
Australia,Kriol,I28,blek,1.0,52.0,77.0,1
Australia,Kriol,I3,bran,98.0,14.0,28.0,3
Australia,Kriol,I30,blu,23.0,51.0,94.0,1
Australia,Kriol,I30,peipul,23.0,51.0,94.0,1
Australia,Kriol,I30,pepul,23.0,51.0,94.0,1
Australia,Kriol,I31,peipul,44.0,43.0,110.0,1
Australia,Kriol,I31,pepul,44.0,43.0,110.0,1
Australia,Kriol,I34,peipul,69.0,35.0,73.0,1
Australia,Kriol,I34,pepul,69.0,35.0,73.0,1
Australia,Kriol,I4,bran,87.0,30.0,26.0,3
Australia,Kriol,I40,peipul,94.0,14.0,53.0,1
Australia,Kriol,I40,pepul,94.0,14.0,53.0,1
Australia,Kriol,I5,bran,76.0,38.0,29.0,6
Australia,Kriol,I6,bran,74.0,41.0,24.0,6
Australia,Kriol,I7,bran,70.0,43.0,21.0,12
Australia,Kriol,I7,djaklat,70.0,43.0,21.0,1
Australia,Kriol,I8,bran,60.0,46.0,32.0,3
Australia,Kriol,I9,blek,58.0,47.0,32.0,1
Australia,Kriol,J0,blek,37.0,37.0,37.0,22
Australia,Kriol,J0,bran,37.0,37.0,37.0,3
Australia,Kriol,J0,dak,37.0,37.0,37.0,3
Australia,Kuku-Yalanji,A0,bingaji,0.0,0.0,0.0,19
Australia,Kuku-Yalanji,A0,dayirr,0.0,0.0,0.0,1
Australia,Kuku-Yalanji,B11,mirrbanka,240.0,232.0,138.0,1
Australia,Kuku-Yalanji,B12,burrkul,235.0,232.0,138.0,1
Australia,Kuku-Yalanji,B14,wamumu,221.0,234.0,170.0,1
Australia,Kuku-Yalanji,C14,kulbul,180.0,212.0,68.0,1
Australia,Kuku-Yalanji,C2,jurrbill,248.0,182.0,177.0,1
Australia,Kuku-Yalanji,C2,wuba,248.0,182.0,177.0,1
Australia,Kuku-Yalanji,C8,kulbul,253.0,187.0,67.0,1
Australia,Kuku-Yalanji,D12,burrkul,183.0,180.0,51.0,1
Australia,Kuku-Yalanji,D15,kayal,128.0,192.0,68.0,1
Australia,Kuku-Yalanji,D28,burrkul,97.0,184.0,227.0,1
Australia,Kuku-Yalanji,D34,burrkul,188.0,164.0,206.0,1
Australia,Kuku-Yalanji,D36,burrkul,215.0,154.0,197.0,1
Australia,Kuku-Yalanji,D9,kulbul,216.0,169.0,39.0,1
Australia,Kuku-Yalanji,E0,burrkul,148.0,148.0,147.0,1
Australia,Kuku-Yalanji,E1,kulbul,236.0,106.0,118.0,1
Australia,Kuku-Yalanji,E15,kayal,90.0,167.0,69.0,1
Australia,Kuku-Yalanji,E17,janbal,25.0,171.0,100.0,1
Australia,Kuku-Yalanji,E17,kayal,25.0,171.0,100.0,1
Australia,Kuku-Yalanji,E29,janbal,65.0,154.0,212.0,1
Australia,Kuku-Yalanji,E3,kulbul,238.0,107.0,88.0,1
Australia,Kuku-Yalanji,E4,wuba,242.0,104.0,49.0,1
Australia,Kuku-Yalanji,E5,kulbul,36.0,112.0,35.0,1
Australia,Kuku-Yalanji,F0,burrkul,123.0,122.0,122.0,1
Australia,Kuku-Yalanji,F1,ngala-ngala,219.0,61.0,93.0,5
Australia,Kuku-Yalanji,F17,kayal,7.0,141.0,83.0,1
Australia,Kuku-Yalanji,F18,kayal,8.0,140.0,99.0,2
Australia,Kuku-Yalanji,F20,kayal,12.0,139.0,114.0,1
Australia,Kuku-Yalanji,F28,janbal,18.0,131.0,179.0,1
Australia,Kuku-Yalanji,F3,ngala-ngala,219.0,68.0,52.0,2
Australia,Kuku-Yalanji,F36,kulbul,179.0,87.0,161.0,1
Australia,Kuku-Yalanji,F40,ngala-ngala,216.0,62.0,107.0,1
Australia,Kuku-Yalanji,F40,wuba,216.0,62.0,107.0,1
Australia,Kuku-Yalanji,G1,ngala-ngala,189.0,30.0,73.0,6
Australia,Kuku-Yalanji,G17,kayal,10.0,112.0,67.0,1
Australia,Kuku-Yalanji,G19,kayal,12.0,111.0,86.0,1
Australia,Kuku-Yalanji,G2,ngala-ngala,189.0,31.0,53.0,1
Australia,Kuku-Yalanji,G27,janbal,22.0,105.0,136.0,1
Australia,Kuku-Yalanji,G3,ngala-ngala,186.0,35.0,38.0,1
Australia,Kuku-Yalanji,G40,ngala-ngala,165.0,60.0,88.0,2
Australia,Kuku-Yalanji,G8,burrkul,127.0,90.0,35.0,1
Australia,Kuku-Yalanji,H0,kulbul,72.0,71.0,73.0,1
Australia,Kuku-Yalanji,H17,kayal,13.0,84.0,51.0,1
Australia,Kuku-Yalanji,H17,wamumu,13.0,84.0,51.0,1
Australia,Kuku-Yalanji,H18,kayal,11.0,84.0,58.0,1
Australia,Kuku-Yalanji,H19,kayal,11.0,83.0,63.0,1
Australia,Kuku-Yalanji,H2,ngala-ngala,139.0,23.0,43.0,2
Australia,Kuku-Yalanji,H2,wuba,139.0,23.0,43.0,2
Australia,Kuku-Yalanji,H20,kayal,10.0,83.0,68.0,1
Australia,Kuku-Yalanji,H26,burrkul,14.0,78.0,97.0,1
Australia,Kuku-Yalanji,H27,janbal,14.0,79.0,104.0,1
Australia,Kuku-Yalanji,H28,janbal,11.0,78.0,110.0,1
Australia,Kuku-Yalanji,H3,ngala-ngala,149.0,26.0,29.0,1
Australia,Kuku-Yalanji,I1,burrkul,97.0,12.0,46.0,1
Australia,Kuku-Yalanji,I1,ngala-ngala,97.0,12.0,46.0,1
Australia,Kuku-Yalanji,I10,burrkul,55.0,48.0,30.0,1
Australia,Kuku-Yalanji,I11,burrkul,52.0,49.0,31.0,1
Australia,Kuku-Yalanji,I12,burrkul,51.0,50.0,33.0,1
Australia,Kuku-Yalanji,I13,burrkul,48.0,51.0,35.0,1
Australia,Kuku-Yalanji,I14,burrkul,46.0,51.0,36.0,1
Australia,Kuku-Yalanji,I15,burrkul,34.0,54.0,38.0,1
Australia,Kuku-Yalanji,I16,burrkul,25.0,55.0,32.0,1
Australia,Kuku-Yalanji,I17,burrkul,17.0,55.0,37.0,1
Australia,Kuku-Yalanji,I18,burrkul,4.0,57.0,39.0,1
Australia,Kuku-Yalanji,I19,burrkul,5.0,57.0,42.0,1
Australia,Kuku-Yalanji,I2,burrkul,98.0,12.0,37.0,1
Australia,Kuku-Yalanji,I2,ngala-ngala,98.0,12.0,37.0,1
Australia,Kuku-Yalanji,I20,burrkul,6.0,56.0,47.0,1
Australia,Kuku-Yalanji,I21,burrkul,8.0,56.0,50.0,1
Australia,Kuku-Yalanji,I22,burrkul,10.0,55.0,55.0,1
Australia,Kuku-Yalanji,I23,burrkul,12.0,55.0,58.0,1
Australia,Kuku-Yalanji,I24,burrkul,13.0,56.0,63.0,1
Australia,Kuku-Yalanji,I25,burrkul,10.0,54.0,65.0,1
Australia,Kuku-Yalanji,I26,burrkul,10.0,54.0,68.0,1
Australia,Kuku-Yalanji,I27,burrkul,6.0,53.0,73.0,1
Australia,Kuku-Yalanji,I27,janbal,6.0,53.0,73.0,1
Australia,Kuku-Yalanji,I28,burrkul,1.0,52.0,77.0,1
Australia,Kuku-Yalanji,I29,burrkul,10.0,51.0,85.0,1
Australia,Kuku-Yalanji,I3,burrkul,98.0,14.0,28.0,1
Australia,Kuku-Yalanji,I3,ngala-ngala,98.0,14.0,28.0,1
Australia,Kuku-Yalanji,I30,burrkul,23.0,51.0,94.0,2
Australia,Kuku-Yalanji,I31,burrkul,44.0,43.0,110.0,2
Australia,Kuku-Yalanji,I32,burrkul,54.0,38.0,95.0,2
Australia,Kuku-Yalanji,I33,burrkul,65.0,33.0,89.0,2
Australia,Kuku-Yalanji,I34,burrkul,69.0,35.0,73.0,2
Australia,Kuku-Yalanji,I35,burrkul,73.0,34.0,70.0,2
Australia,Kuku-Yalanji,I36,burrkul,86.0,21.0,71.0,2
Australia,Kuku-Yalanji,I37,burrkul,87.0,22.0,72.0,2
Australia,Kuku-Yalanji,I38,burrkul,90.0,17.0,65.0,2
Australia,Kuku-Yalanji,I39,burrkul,91.0,15.0,59.0,2
Australia,Kuku-Yalanji,I4,burrkul,87.0,30.0,26.0,1
Australia,Kuku-Yalanji,I40,burrkul,94.0,14.0,53.0,2
Australia,Kuku-Yalanji,I5,burrkul,76.0,38.0,29.0,1
Australia,Kuku-Yalanji,I6,burrkul,74.0,41.0,24.0,2
Australia,Kuku-Yalanji,I7,burrkul,70.0,43.0,21.0,1
Australia,Kuku-Yalanji,I8,burrkul,60.0,46.0,32.0,1
Australia,Kuku-Yalanji,I9,burrkul,58.0,47.0,32.0,1
Australia,Kuku-Yalanji,J0,burrkul,37.0,37.0,37.0,1
Australia,Kuku-Yalanji,J0,ngumbu,37.0,37.0,37.0,19
Australia,Martu,A0,karntawarra,0.0,0.0,0.0,1
Australia,Martu,A0,mirta-mirta,0.0,0.0,0.0,2
Australia,Martu,A0,ngintarlpa,0.0,0.0,0.0,1
Australia,Martu,A0,piila-piila,0.0,0.0,0.0,17
Australia,Martu,A0,puwalypa,0.0,0.0,0.0,1
Australia,Martu,A0,warla,0.0,0.0,0.0,2
Australia,Martu,A0,wira,0.0,0.0,0.0,1
Australia,Martu,B0,piila-piila,227.0,229.0,229.0,1
Australia,Martu,B10,karntawarra,247.0,228.0,139.0,1
Australia,Martu,B11,karntawarra,240.0,232.0,138.0,1
Australia,Martu,B29,jurnpaly-jurnpaly,218.0,229.0,239.0,2
Australia,Martu,B31,piila-piila,224.0,229.0,240.0,1
Australia,Martu,B32,piila-piila,229.0,229.0,240.0,1
Australia,Martu,B33,piila-piila,230.0,227.0,238.0,1
Australia,Martu,B34,piila-piila,235.0,225.0,234.0,1
Australia,Martu,B35,piila-piila,235.0,225.0,234.0,1
Australia,Martu,B36,piila-piila,237.0,225.0,233.0,1
Australia,Martu,B37,piila-piila,238.0,225.0,231.0,1
Australia,Martu,B38,piila-piila,239.0,225.0,229.0,1
Australia,Martu,B39,piila-piila,241.0,225.0,228.0,1
Australia,Martu,B40,piila-piila,240.0,223.0,224.0,1
Australia,Martu,B40,yari,240.0,223.0,224.0,1
Australia,Martu,B6,parnaly-parnaly,245.0,223.0,208.0,1
Australia,Martu,B7,parnaly-parnaly,245.0,225.0,204.0,1
Australia,Martu,B8,parnaly-parnaly,243.0,227.0,201.0,1
Australia,Martu,C0,piila-piila,200.0,200.0,200.0,1
Australia,Martu,C1,parnaly-parnaly,248.0,183.0,183.0,1
Australia,Martu,C1,pujurr,248.0,183.0,183.0,1
Australia,Martu,C12,yakuripiti,10.0,206.0,38.0,1
